Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Packets Looked Up,Packets Matched
3891,31849523,44434560,3918,2726,4,556,556,4,0,0,0,0,0,18058,17930
133858,26135909,28733,211,266,76,2757964,278,2,0,0,0,0,0,134775,134670
531,6328048,18934165,757,126,0,0,280,2,0,0,0,0,0,5332,5241
65430,9830701,16141866,65606,126,5063,274171,3029137,5098,0,0,0,0,0,131811,131753
263,35873,39053,326,387,4,556,556,4,0,0,0,0,0,976,874
1616,219272,56959835,3732,2376,4,556,560,4,0,0,0,0,0,21115,20986
221,22646,14885,112,116,4,560,556,4,0,0,0,0,0,1289,1187
350488,21144969,59462452,213407,1887,2,278,560,4,0,0,0,0,0,657541,657414
2885,12744080,171398,2898,166,100,5400,5960,104,545,135486,545,135486,545,6912,6815
122,8564,6316121,268,91,0,0,560,4,0,0,0,0,0,850,763
3877,88347011,92481245,249129,2260,0,0,602,5,630335,6303353,630335,6303353,630335,659381,659246
4052,98058292,93026829,412209,2027,96,3414422,4606,65,0,0,0,0,0,659828,659700
3311,50650200,44391839,3795,2017,4,556,556,4,0,6303287,0,6303287,0,10296,10172
84,11187,6314680,259,76,5,598,598,5,0,0,0,0,0,593,502
3411,38076086,186110,1353,2052,5,663,663,5,0,0,0,0,0,11598,11457
2016,31647459,25373503,2254,1121,4,556,556,4,0,0,0,0,0,6723,6599
4675,119859083,85971742,242862,2780,0,0,280,2,0,0,0,0,0,520535,520447
2640,25328986,164899,371,136,118,6802,133190,27,513,104538,513,104538,513,5162,5067
3420,44378152,56996716,3940,2332,5,626,556,4,0,0,0,0,0,10157,9994
387,46775,6350622,571,457,4,556,556,4,0,0,0,0,0,1793,1684
472,42265,20446,156,171,43,3407,556,4,0,0,0,0,0,1018,918
3965,56974517,75856094,4056,1747,4,556,560,4,630335,6303353,630335,6303353,630335,10720,10597
2079,44222143,6390300,869,831,35,2879,556,4,0,0,0,0,0,6565,6442
2630,31724756,38025160,2766,1896,4,556,5592,80,0,0,0,0,0,8629,8495
1893,6398225,6412484,1992,121,96,5184,5740,100,-8035,0,-8035,0,-8035,4092,4002
349123,14729619,31822640,155879,1280,2,278,280,2,0,0,0,0,0,647219,647095
63,8992,9078,66,56,4,560,556,4,0,0,0,0,0,415,321
301,36611,6354003,686,344,2,278,280,2,0,0,0,0,0,3577,3419
3515,44377438,44416648,4088,2161,4,556,560,4,0,0,0,0,0,19246,19022
602,12603833,19092,143,161,2,278,278,2,0,0,0,0,0,1014,917
960,25232133,12718715,1402,867,0,0,560,4,0,0,0,0,0,2975,2901
61990,3351132,15594760,55482,146,1,42,598,5,0,0,0,0,0,118006,117900
3661,82034084,82258916,5270,2507,0,0,556,4,0,0,0,0,0,10657,10494
188,18718,11617,85,86,2,278,320,3,0,0,0,0,0,40910,40816
90,12079,12037,89,86,2,280,280,2,0,0,0,0,0,66775,66718
5081,107274809,120140875,6977,2666,77,2888939,3791,51,0,0,0,0,0,13850,13768
4706,88403808,146654355,417908,2157,64,4244,3021168,91,0,0,0,0,0,998450,998320
502,6339280,27810,212,256,5,598,598,5,0,0,0,0,0,281026,280907
190,18042,10311,77,66,6,829,829,6,486,23544,486,23544,486,1578,1472
92,12555,68359,1127,91,4,560,5632,98,0,0,0,0,0,1904,1799
1582,44149321,19141530,2619,1937,59,4170,3939721,106,485805,6303419,485805,6303419,485805,8211,8091
1295,80070,18922304,612,86,121,7281,920166,34,91988,6303286,91988,6303286,91988,2052,1956
169,22350,29295,264,196,5,598,556,4,0,0,0,0,0,207334,207232
431,43753,12636045,567,266,2,280,280,2,0,0,0,0,0,1007,934
3155,12772022,6331901,448,171,97,5578,556,4,0,0,0,0,0,6387,6292
1020,99382,25277128,1192,621,4,556,556,4,0,0,0,0,0,3033,2961
170,22292,22292,170,191,4,560,560,4,0,0,0,0,0,926,865
179,16055,8040,59,46,2,278,280,2,0,0,0,0,0,489,403
77,10553,46013,735,71,2,280,5408,97,291,7548,291,7548,291,1357,1252
1805,25354323,19066073,1855,1421,4,560,560,4,0,0,0,0,0,6140,5985
10177,195841616,12887814,2700,2667,4,556,556,4,0,0,0,0,0,25400,25161
3776,38148264,38159184,3923,3147,2,278,278,2,0,0,0,0,0,22075,21848
3345,44367273,50661976,3395,2126,2,278,278,2,0,0,0,0,0,10504,10365
464,6293609,12775871,1007,446,0,0,280,2,0,0,0,0,0,3257,3187
1677,31572888,44328150,3006,1776,0,0,278,2,0,0,0,0,0,12589,12469
198,18666,9865,71,66,6,829,759,5,0,0,0,0,0,411,301
1818,6402376,14319,106,111,141,8565,280,2,0,0,0,0,0,3730,3637
12,996,19140,143,161,0,0,278,2,0,0,0,0,0,986,886
788,49807,6345685,851,61,100,5586,5516,99,529,6336139,529,6336139,529,3338,3260
7675,126479438,113802884,6235,2936,4,556,560,4,0,0,0,0,0,25654,25426
12,996,15935,120,126,1,70,280,2,0,0,0,0,0,246,182
287,27811,6323629,349,156,4,556,2364415,69,0,0,0,0,0,790,726
536,6337381,18814,141,156,6,640,556,4,0,0,0,0,0,6627,6519
12,1016,13491,98,101,0,0,560,4,0,0,0,0,0,590,499
226,15701,12627434,505,176,0,0,278,2,0,0,0,0,0,866,806
313,30564,23348,199,184,4,556,556,4,0,0,0,0,0,1505,1357
2254,19124096,12811398,1948,2092,4,556,556,4,0,0,0,0,0,9349,9225
486,33229,18919420,589,56,133,8219,2233164,66,1011157,10111577,1011157,10111577,1011157,1175,1086
3100,75710657,74046989,410994,1547,0,0,280,2,0,0,0,0,0,653079,652953
1046,18958863,26450,199,236,4,556,560,4,0,0,0,0,0,3171,3075
500,12617578,6381689,898,611,0,0,556,4,0,0,0,0,0,3470,3358
1336,79597,6390539,1619,91,101,5794,5794,101,480,66312,480,66312,480,3102,2995
125,8727,6323280,321,166,0,0,560,4,0,0,0,0,0,4745,4642
1590,6486329,6483926,1538,1876,4,556,556,4,0,0,0,0,0,8467,8333
173551,32514298,12691758,151342,845,3,320,280,2,0,0,0,0,0,642740,642624
1137,31517451,6349053,677,206,4,556,556,4,0,0,0,0,0,3251,3153
948,25231025,22963760,245355,1135,0,0,560,4,0,0,0,0,0,645807,645683
188664,64799446,61974193,122088,2950,2,280,280,2,0,0,0,0,0,521628,521540
884,94151,68440,505,742,4,556,556,4,0,0,0,0,0,3873,3746
861,10831891,66783,617,562,123,4464926,5248,77,0,0,0,0,0,2463,2336
222,6306714,35224,356,224,0,0,560,4,0,0,0,0,0,2100,1953
136995,32565871,12649381,759,261,5418,293061,759,5,0,0,0,0,0,138208,138089
3819,82051913,88566801,5702,2716,0,0,556,4,0,0,0,0,0,19653,19525
46850,2539868,14009,105,106,5,598,556,4,0,0,0,0,0,97791,97695
128,8925,6324297,333,176,0,0,280,2,0,0,0,0,0,7775,7682
4781,63377588,57055986,4325,3026,4,560,560,4,0,0,0,0,0,12074,11907
1910,114960,18925168,634,116,100,5756,556,4,0,0,0,0,0,2735,2638
1802,245126,101205983,6125,2666,2,278,3020487,82,0,0,0,0,0,21907,21768
1261,6362432,80646,1301,111,94,5076,5356,96,496,57186,496,57186,496,4841,4744
4079,50734720,31844029,3842,2676,4,556,556,4,0,0,0,0,0,18738,18610
132,17466,6320757,304,141,4,556,556,4,0,0,0,0,0,3750,3644
352752,46518501,97456141,216198,3027,2,278,560,4,0,0,0,0,0,676516,676379
3224,88296648,44477154,4587,2757,0,0,560,4,0,3182,0,3182,0,19197,18971
121,15905,22622,215,126,3,348,348,3,0,0,0,0,0,59998,59900
3169,38065704,44374543,3416,2192,2,278,278,2,0,0,0,0,0,14979,14846
182,17657,12617014,422,66,35,3015,2102077,64,0,0,0,0,0,740,646
922,18918849,29872,277,201,31,788897,2402,30,0,0,0,0,0,2808,2708
349332,14736845,27824293,211328,1057,4,556,560,4,0,0,0,0,0,644991,644868
1535,18979974,67088895,246530,1225,0,0,602,5,0,0,0,0,0,646562,646438
2926,175546,19056061,3017,156,98,5632,5716,100,12609,126090,12609,126090,12609,6194,6094
4450,75892860,63309472,4443,2082,4,556,556,4,0,0,0,0,0,18241,18008
477,12615819,6338381,545,166,0,0,556,4,735,7351,735,7351,735,6930,6829
4356,69584962,25470767,2866,2366,4,556,556,4,0,0,0,0,0,13346,13205
2032,12706044,29615,330,106,100,5728,556,4,783,7832,783,7832,783,4277,4171
3470,31826392,82251560,5244,2866,4,556,556,4,0,0,0,0,0,17707,17573
2830,56812286,75948688,4837,2717,0,0,556,4,0,0,0,0,0,18589,18366
552,6350899,6358531,666,464,4,560,560,4,0,0,0,0,0,2445,2328
131,18006,18006,131,151,2,278,278,2,0,0,0,0,0,1815,1711
686,18921846,6393256,1027,671,0,0,556,4,0,0,0,0,0,4431,4319
253,26245,18904,147,156,6,640,640,6,0,0,0,0,0,5780,5668
182415,89690057,12740472,300335,2220,4,556,556,4,0,0,0,0,0,961622,961479
2789,56809868,75853821,4131,1672,87,3675758,3794,53,0,0,0,0,0,14949,14733
143,19156,18756,135,161,2,278,278,2,0,0,0,0,0,580,522
305,6312542,6323488,377,96,0,0,320,3,0,0,0,0,0,764,706
528,12630870,46649,511,211,4,556,556,4,0,0,0,0,0,1319,1256
124,8657,6316758,274,101,0,0,560,4,0,0,0,0,0,1448,1361
260,6314789,70404,1152,76,153,6039994,11489,184,523,41094,523,41094,523,1661,1607
1676,19049397,44276528,2550,1306,4,556,556,4,0,0,0,0,0,7882,7756
4672,100984566,117726392,250171,2430,0,0,280,2,0,0,0,0,0,661728,661593
1948,25331917,44213516,2070,661,4,560,556,4,0,12606716,0,12606716,0,6020,5897
214,21602,12620755,451,106,4,556,6171245,156,0,0,0,0,0,1032,926
1034,18957641,6344790,598,226,2,278,278,2,0,0,0,0,0,2830,2728
284,36203,37475,299,377,4,556,556,4,0,0,0,0,0,628,562
585,12622318,12656557,865,324,0,0,556,4,0,0,0,0,0,3442,3289
362,12607981,43204,441,251,0,0,278,2,0,0,0,0,0,2050,1952
306,40909,41475,335,427,4,560,556,4,0,0,0,0,0,1380,1264
2034,50468200,38012105,2904,1452,0,0,560,4,0,0,0,0,0,6556,6401
1704,105167,12620882,453,106,102,5848,556,4,0,0,0,0,0,3981,3895
117,8199,6326311,345,201,0,0,278,2,0,0,0,0,0,2207,2108
884,18935252,18962438,1079,261,0,0,556,4,0,0,0,0,0,3228,3128
893,6348928,53232,832,76,97,5578,5578,97,3391,33912,3391,33912,3391,1714,1655
8463,157962164,12843312,2273,2322,165,6302706,278,2,542,5424,542,5424,542,21170,20931
1159,25245804,25284008,1456,376,104,4070368,4203,55,688,6889,688,6889,688,3508,3403
7308,126434390,31837727,3608,2906,4,556,556,4,0,0,0,0,0,20096,19968
85,11649,11895,87,86,2,278,320,3,0,0,0,0,0,36435,36329
5391,82265337,213990,1578,2316,95,6582,556,4,0,0,0,0,0,12620,12483
11,926,12625,94,91,0,0,556,4,0,0,0,0,0,859,773
11,926,10637,79,71,0,0,348,3,0,0,0,0,0,60667,60570
125324,13068213,31618770,118973,256,5321,287334,287890,5325,0,0,0,0,0,246363,246254
12623,258939370,31845802,3658,3087,4,556,5776422,138,0,0,0,0,0,30247,30008
616,6456885,6344320,993,241,2,278,278,2,0,0,0,0,0,3516,3418
3181,12775312,25380646,3501,176,139,8457,3156952,181,631345,6434140,631345,6434140,631345,9415,9309
2619,69386528,38124170,3872,2417,0,0,556,4,0,0,0,0,0,17161,17027
2220,123617,12728886,2434,126,94,5076,5356,96,475,6408713,475,6408713,475,5454,5368
2119,31653254,103725,784,1091,2,278,278,2,0,0,0,0,0,5776,5647
519,5944056,20996,156,186,156,5908872,278,2,0,0,0,0,0,99252,99150
653,18928231,12624835,479,151,2,278,278,2,0,0,0,0,0,1502,1392
3501,12792890,21410,163,181,99,5686,560,4,0,0,0,0,0,7158,7058
632,75358,6378749,801,712,4,556,556,4,0,0,0,0,0,4371,4252
1007,134461,19059047,1755,1431,2,278,278,2,0,0,0,0,0,8273,8052
1899,104411,6415299,2071,126,94,5076,5356,96,-9061,0,-9061,0,-9061,5049,4963
80277,4349802,19848,151,166,5061,273634,556,4,0,0,0,0,0,161999,161898
2829,56812244,75944198,4804,2667,0,0,556,4,0,0,0,0,0,18223,18000
1539,37852214,25361757,2147,1122,0,0,278,2,49,490,49,490,49,4501,4364
82,11155,11155,82,76,4,560,560,4,0,0,0,0,0,168,112
1056,18959479,40832,411,236,4,556,556,4,0,0,0,0,0,2964,2852
518,12629036,22124,169,191,4,556,556,4,0,0,0,0,0,2038,1934
1623,44152003,19071328,2108,1131,0,0,278,2,0,0,0,0,0,4999,4923
1637,6453919,12726194,1357,1091,2,278,278,2,0,0,0,0,0,6531,6409
39767,8452015,2504855,46223,116,5,598,598,5,0,0,0,0,0,86400,86302
502,51099,6340265,485,326,63,4727,3939672,105,0,0,0,0,0,2506,2402
312,6321541,17282,123,146,4,556,556,4,0,0,0,0,0,1490,1385
3046,81993238,44447374,4317,2507,0,0,560,4,564487,6307880,564487,6307880,564487,17624,17398
50449,2724530,2737797,50545,106,0,0,598,5,0,0,0,0,0,101771,101677
12,1016,10615,78,71,0,0,278,2,0,0,0,0,0,1498,1411
179459,136530434,138232709,288936,2207,89,2890474,1136,5,0,0,0,0,0,663293,663159
1048,18961043,12651300,789,271,58,4397,3939655,105,393909,6303287,393909,6303287,393909,286539,286427
890,6485045,146949,809,241,3,348,630,5,0,0,0,0,0,3754,3652
281817,55980959,19147873,304472,1130,2,278,556,4,0,0,0,0,0,951358,951227
2794,50524303,82274586,5107,2906,0,0,560,4,0,0,0,0,0,21716,21580
180,12758,6467619,585,307,0,0,560,4,0,0,0,0,0,1981,1877
283228,74961786,25478317,304903,1340,103,3939375,556,4,407036,6310372,407036,6310372,407036,953687,953555
402,39678,18958325,1047,226,2,278,278,2,0,0,0,0,0,219932,219824
187621,45831245,49323941,121430,2470,2,280,280,2,0,0,0,0,0,518486,518398
173,18339,17681,158,124,2,278,278,2,0,0,0,0,0,1234,1091
334,5925395,6318632,333,56,160,5909282,6690,97,562,6308926,562,6308926,562,2449,2369
225,22138,6408572,1937,106,4,556,5686,99,513,82782,513,82782,513,2518,2421
5123,94812820,63316324,4550,2072,140,5776700,5308,76,0,0,0,0,0,17945,17712
2668,50585830,31753767,3284,1526,4,560,3277,41,0,0,0,0,0,8136,8059
180614,58088309,12700063,300046,1780,2,278,556,4,0,0,0,0,0,957953,957821
3419,6494608,6508016,3617,216,97,5396,11266,186,1096,6475261,1096,6475261,1096,8141,8039
3856,56985040,44366364,3334,2202,4,556,556,4,0,0,0,0,0,15722,15499
4501,113555638,85957053,242700,2700,0,0,560,4,0,0,0,0,0,519973,519885
862,6368696,40265,326,386,4,556,556,4,0,0,0,0,0,2161,2051
610,6347105,18952978,937,261,4,556,556,4,0,0,0,0,0,1554,1492
1538,212864,19149876,2762,2357,2,278,556,4,0,0,0,0,0,11084,10959
68,9162,8842,65,56,4,556,556,4,0,0,0,0,0,1247,1151
2515,44213631,75924282,4539,2476,0,0,280,2,0,0,0,0,0,17892,17756
6324,164012770,118384348,414499,2757,0,0,280,2,0,0,0,0,0,671191,671054
1972,19090541,50621033,3019,1766,2,278,278,2,0,0,0,0,0,10087,9961
449,12620331,28382,315,101,4,556,560,4,774,7747,774,7747,774,873,777
27951,1514808,8996,67,56,5,598,602,5,0,0,0,0,0,58110,58027
4409,75887193,63303777,4399,2022,2,278,556,4,0,0,0,0,0,17290,17062
313,6313073,6413475,495,187,0,0,280,2,0,0,0,0,0,1151,1058
1733,37865130,38062558,3179,2142,0,0,278,2,0,6302618,0,6302618,0,15069,14846
950,12648442,31619758,1766,917,0,0,556,4,0,0,0,0,0,3312,3241
3175,38066538,44375655,3424,2202,2,278,556,4,0,0,0,0,0,15278,15145
2562,6414499,17518,131,141,102,5848,560,4,540,6419755,540,6419755,540,9860,9760
2990,67970025,63263334,4240,1906,130,4858458,5644,83,0,0,0,0,0,13782,13662
722,6366168,6359285,614,562,4,556,278,2,0,0,0,0,0,2622,2506
749,6510401,148984,488,256,6,819,781,5,0,0,0,0,0,3530,3422
316852,101486054,82783971,318149,2177,0,0,278,2,0,0,0,0,0,998936,998806
947,59501,59333,943,106,104,5944,5944,104,529,45468,529,45468,529,2082,1979
3875,56960493,69544249,3888,1662,2,278,278,2,0,0,0,0,0,11531,11320
6254,94929274,63368558,4674,2986,5,598,602,5,0,0,0,0,0,20990,20763
3120,6466053,12780705,3316,171,92,4968,5524,96,289417,6428641,289417,6428641,289417,7025,6930
481,6337124,33827,309,236,5,626,556,4,0,0,0,0,0,1854,1745
173327,19917542,11927841,282918,867,2,278,560,4,0,0,0,0,0,641935,641817
628,73671,12687072,1054,661,4,556,3869,50,0,0,0,0,0,4048,3930
5105,82240191,31822778,3444,2826,4,556,556,4,0,0,0,0,0,15512,15370
282,6311008,6332727,449,186,0,0,278,2,0,0,0,0,0,1605,1506
304,6312519,6333833,454,201,0,0,280,2,0,0,0,0,0,925,863
146,19638,19522,144,166,4,556,556,4,0,0,0,0,0,2049,1933
935,12645626,31617328,1763,902,0,0,278,2,0,0,0,0,0,6371,6210
1556,25313022,25334421,1849,866,4,556,560,4,0,0,0,0,0,5635,5514
634,6333966,25256653,1100,344,0,0,280,2,0,0,0,0,0,2900,2744
550,51568,37872033,1585,266,2,278,278,2,0,0,0,0,0,2869,2757
183,20310,6323884,361,164,2,278,5776424,138,0,0,0,0,0,1335,1187
4595,57072264,82284028,5265,3037,4,556,556,4,0,0,0,0,0,13183,13020
2630,19034622,12745363,2661,116,103,5890,5848,102,583,108889,583,108889,583,5748,5641
8364,164255682,230958,1692,2507,4,556,556,4,0,0,0,0,0,14654,14415
117848,18972396,25916,190,236,4,556,556,4,0,0,0,0,0,118695,118596
444,12619685,6346273,708,96,2,278,278,2,754,7549,754,7549,754,1835,1740
1710,19046785,118255,912,1222,5,736,736,5,0,0,0,0,0,6490,6287
1685,228684,31765886,2877,2476,2,278,278,2,0,0,0,0,0,14408,14169
1037,12654486,37996497,2473,1727,0,0,278,2,0,0,0,0,0,9602,9475
956,18910224,24608039,1208,276,83,5498,5646638,152,0,0,0,0,0,3708,3603
4196,50737324,82245358,4936,2677,4,556,556,4,0,0,0,0,0,12199,12036
305000,25491509,93916112,284294,1487,2,278,556,4,-630335,0,-630335,0,-630335,991051,990927
6485,113801419,107505973,6407,2417,4,556,560,4,0,0,0,0,0,16434,16303
4691,100977090,120124212,6754,2837,0,0,280,2,0,0,0,0,0,25456,25228
44,6247,6261,45,31,3,348,320,3,0,0,0,0,0,171,84
186,6304397,28421,270,171,0,0,560,4,0,0,0,0,0,599,534
2830,38023264,6475270,1499,1746,4,556,560,4,0,0,0,0,0,11199,11070
3778,63265135,19147736,2662,2012,2,278,278,2,0,6303287,0,6303287,0,11110,10973
120,15831,23294,229,126,2,278,278,2,0,0,0,0,0,753,651
879,6351906,55026689,409078,1237,0,0,280,2,0,0,0,0,0,648193,648067
216,21852,15005,113,116,5,598,602,5,0,0,0,0,0,1189,1096
1044,31540052,11961123,104520,201,97,3676855,300477,5543,0,0,0,0,0,105874,105758
1686,229002,88583137,5663,2486,2,278,5252077,133,0,0,0,0,0,20309,20170
2351,12872462,31801442,3178,2807,4,556,5776634,139,0,0,0,0,0,21686,21461
193,26042,25986,191,236,4,556,556,4,0,0,0,0,0,124748,124644
10,856,9210,68,56,0,0,556,4,0,0,0,0,0,44329,44246
188678,64801406,61976153,122102,2970,4,560,560,4,0,0,0,0,0,521827,521739
2247,25400372,12808991,2114,1777,2,278,278,2,0,0,0,0,0,9179,9054
1450,19016587,6394127,855,943,4,556,630,5,0,0,0,0,0,3565,3443
103852,11917870,17865847,97411,216,5490,296630,296630,5490,0,0,0,0,0,201591,201491
105,14203,12598944,564,111,2,278,526357,25,118242,6281198,118242,6281198,118242,3359,3261
85808,23532715,12634761,609,176,5567,300788,278,2,0,0,0,0,0,172652,172553
184399,127609252,12807790,300820,2970,4,556,556,4,0,0,0,0,0,968980,968836
2105,287064,31830820,3396,3126,4,556,556,4,0,0,0,0,0,17798,17558
2141,44158000,50713287,3873,2526,0,0,278,2,0,0,0,0,0,17106,16978
2251,25408393,25421353,2432,1916,4,556,556,4,0,0,0,0,0,10712,10580
176,23000,31193,296,201,2,278,278,2,0,0,0,0,0,2066,1962
123341,106116932,103631412,320346,2557,4,556,1839738,64,0,0,0,0,0,1005749,1005614
3523,75740119,82224668,5196,2366,0,0,556,4,0,0,0,0,0,17021,16894
52,7132,7132,52,36,7,871,801,6,0,0,0,0,0,19194,19097
319841,164606052,152270976,321685,2997,0,0,556,4,0,6303485,0,6303485,0,1011563,1011428
202,27034,26782,196,246,4,556,556,4,0,0,0,0,0,124373,124265
131,9143,6320541,303,136,0,0,280,2,0,0,0,0,0,971,878
4154,57016537,50683695,3556,2387,2,278,278,2,0,0,0,0,0,13495,13363
348987,14711103,25468347,155099,1075,2,278,280,2,0,0,0,0,0,644814,644690
2034,50471662,36655511,2541,916,82,5432,4990288,137,631072,6310728,631072,6310728,631072,8271,8158
213805,24138802,29951613,204618,261,5057,273094,273783,5061,0,0,0,0,0,429988,429883
238,24850,82080,1327,141,4,556,5810,101,502,64314,502,64314,502,1973,1869
2381,140675,6444784,2563,146,96,5524,5524,96,550,115398,550,115398,550,5483,5376
7340,133149625,225712253,421460,3017,31,526548,2146,30,0,0,0,0,0,1011624,1011489
11,926,12667,95,96,0,0,278,2,0,0,0,0,0,1153,1069
3310,31800345,19163116,2524,2547,4,556,556,4,0,0,0,0,0,13678,13553
873,18904726,18958118,1033,236,0,0,560,4,0,0,0,0,0,2870,2771
302,36513,6340283,484,334,4,560,560,4,0,0,0,0,0,1516,1399
125,17172,17004,121,141,4,556,556,4,0,0,0,0,0,489,389
8057,157971510,132816948,8246,3097,2,278,278,2,0,0,0,0,0,30271,30032
101473,30672675,18088343,101474,206,5,598,598,5,0,0,0,0,0,203591,203490
3232,31793310,75907226,4718,2496,74,5452,5252355,135,0,0,0,0,0,15414,15280
154,10837,6343442,509,356,0,0,280,2,0,0,0,0,0,3192,3087
187,6304485,23771,226,136,1,70,348,3,0,0,0,0,0,1518,1416
2048,37889916,57011694,3966,2567,0,0,278,2,0,0,0,0,0,18573,18438
378,26191,18986887,1124,792,0,0,556,4,0,0,0,0,0,3906,3796
113,15033,14963,112,116,5,630,560,4,0,0,0,0,0,230,174
1787,12785964,38053167,3262,1756,4,556,556,4,0,0,0,0,0,10063,9937
229,6344179,39759,447,377,0,0,280,2,0,0,0,0,0,1140,1037
4730,63336393,195850,1447,2116,4,556,556,4,0,0,0,0,0,12895,12763
184,24306,24306,184,216,2,278,278,2,0,0,0,0,0,943,838
1919,12772362,12741206,1465,1256,4,556,556,4,430,7615,430,7615,430,7581,7456
2159,56771967,31773948,3259,2052,0,0,385,3,0,0,0,0,0,13869,13737
6695,126289424,200457640,420399,2667,0,0,278,2,0,0,0,0,0,1007057,1006922
1503,6375504,99719,1581,181,93,5022,5582,97,502,77895,502,77895,502,4495,4388
1268,18980968,25271464,1269,386,4,560,556,4,0,6889,0,6889,0,3726,3611
875,18944148,6339466,559,166,4,556,556,4,0,0,0,0,0,2270,2168
327,40225,6357643,712,384,2,278,280,2,0,0,0,0,0,3918,3760
14033,762798,771052,14154,51,1403,76090,77154,1403,0,0,0,0,0,28297,28211
4965,75933432,191472,1416,2066,81,5915,556,4,0,0,0,0,0,11492,11355
11,926,14619,108,116,0,0,556,4,0,0,0,0,0,5149,5059
2445,63083101,38110817,3725,2347,0,0,278,2,0,0,0,0,0,16190,16056
123,8634,6316155,269,91,0,0,560,4,0,6303352,0,6303352,0,3164,3073
184429,14083123,17649172,119306,920,2,280,280,2,0,0,0,0,0,507717,507640
134799,32481857,20215127,140845,286,4,556,556,4,0,0,0,0,0,276084,275978
221,29153,12658340,886,266,2,278,280,2,0,0,0,0,0,2091,1992
126,8868,6314678,261,66,0,0,763,5,0,0,0,0,0,54818,54723
65,9036,17558,190,56,5,598,6748,94,0,0,0,0,0,28339,28247
59,8008,6318564,337,46,3,320,320,3,0,0,0,0,0,726,639
3822,38154658,38165578,3969,3217,4,556,556,4,0,0,0,0,0,23019,22792
933,12677767,71725,614,641,2,278,278,2,0,0,0,0,0,3249,3123
3514,50671255,50716385,4173,2172,4,556,556,4,565029,6289615,565029,6289615,565029,11463,11335
315160,63620965,44850571,315958,1427,0,0,278,2,0,0,0,0,0,990060,989936
105,14009,3465587,63991,111,2,278,278,2,0,0,0,0,0,65257,65161
173710,32528345,19001733,151564,915,5,598,560,4,0,0,0,0,0,643344,643228
992,12677373,12668894,872,582,4,556,556,4,0,0,0,0,0,3123,3014
473,12615548,6337553,539,156,0,0,598,5,0,0,0,0,0,6560,6454
135983,57720998,6332258,388,266,5416,3439629,278,2,0,0,0,0,0,137908,137791
148,20078,20120,149,171,4,556,556,4,0,0,0,0,0,4572,4471
2990,12762489,6338503,552,161,97,5372,362,4,0,0,0,0,0,4165,4052
466,12622544,15835,120,126,4,556,278,2,0,0,0,0,0,1672,1578
1969,108935,6490358,2662,933,135,8059,2894292,173,631354,6399836,631354,6399836,631354,6560,6439
219,22121,6317639,277,111,2,280,280,2,0,6303372,0,6303372,0,1062,1007
3444,31822778,82240191,5105,2826,4,556,556,4,0,0,0,0,0,17311,17177
1219,6368597,6322748,372,81,98,5632,556,4,0,7548,0,7548,0,4457,4369
593,12623807,12641810,722,156,0,0,560,4,0,0,0,0,0,2720,2615
619,12625707,12697034,1160,772,0,0,278,2,0,0,0,0,0,5054,4935
2695,149244,12759207,2945,176,95,5130,5408,97,513,130788,513,130788,513,6043,5981
131,17456,17162,124,141,5,626,626,5,0,0,0,0,0,68197,68081
275,37541,40999,340,407,2,278,556,4,0,0,0,0,0,1448,1346
434,6331244,20524,154,176,2,278,278,2,0,0,0,0,0,159416,159312
1067,12665760,20612,158,176,43,1313977,280,2,486,153741,486,153741,486,8191,8097
509,6334018,15845,119,126,3,348,280,2,0,0,0,0,0,1530,1439
6607,113810224,113810258,6587,2427,69,4995,4727297,123,498965,4989654,498965,4989654,498965,16742,16611
1400,6428274,37914763,1827,907,4,556,556,4,0,0,0,0,0,5327,5210
